D=0.0 mm/w,D=0.25 mm/w,D=0.5 mm/w,D=0.75 mm/w,D=1.0 mm/w
4.768537495226503,4.743274144659671,4.87815476380235,5.215990760487416,5.7426884298772185
4.803071675655999,4.775403131897333,4.913323815957251,5.259707692822126,5.798813453517985
4.83854192915221,4.808337170032448,4.949283505359847,5.304268976988556,5.85584889419499
4.87495651483907,4.842080910597311,4.986037847364343,5.349680239600885,5.913804221312327
4.912323635539557,4.876638935050135,5.023590939153684,5.395947527195772,5.972689830277916
4.950651447339857,4.912015764474708,5.061946974074936,5.443077328383088,6.032517073481163
4.989948069230749,4.948215869281788,5.101110256029157,5.49107659634822,6.09329829234449
5.03022159282708,4.985243678913328,5.141085213928403,5.539952771749236,6.155046850539302
5.071480092166482,5.02310359155083,5.181876416232958,5.589713806052861,6.217777168457673
5.113731633588671,5.061799983829394,5.223488585582346,5.640368185354006,6.281504759031854
5.156984285696908,5.101337220559214,5.2659266135341465,5.691924954724402,6.346246264994777
5.201246129403388,5.141719664456542,5.309195575425144,5.744393743136815,6.412019497675939
5.246525268060519,5.182951685886306,5.3533007453698005,5.797784789012327,6.4788434774284855
5.2928298376802445,5.225037672618781,5.3982476114116045,5.852108966439182,6.546738475784864
5.340168017243741,5.267982039602939,5.444041890843343,5.90737781211289,6.615726059440125
5.388548039103981,5.311789238759257,5.490689545712925,5.963603553048431,6.685829136163838
5.437978199483859,5.356463768794989,5.538196798531944,6.020799135116745,6.757072002743539
5.488466869072724,5.402010185045085,5.586570148204753,6.078978252458999,6.829480395064762
5.540022503724326,5.448433109342137,5.635816386196481,6.138155377833574,6.903081540434865
5.59265365525939,5.495737239918941,5.685942612959014,6.198345793952201,6.977904212260194
5.646368982376169,5.543927361347432,5.736956254634669,6.2595656258632495,7.0539787871884405
5.701177261672514,5.593008354517977,5.7888650800579695,6.32183187444179,7.131337304830499
5.757087398783194,5.642985206663204,5.841677218076654,6.385162451047757,7.210013530178552
5.814108439636347,5.693863021430755,5.895401175213805,6.449576213415307,7.2900430188395875
5.872249581833167,5.745647029009558,5.950045853693764,6.515093002838275,7.371463185206019
5.931520186155095,5.798342596314446,6.005620569855315,6.581733682718511,7.454313373687509
5.991929788203003,5.851955237234163,6.062135072976464,6.649520178545844,7.538634933130511
6.053488110173043,5.906490622948052,6.119599564536005,6.718475519380364,7.624471294554327
6.116205072774067,5.961954592316914,6.178024717938014,6.788623880909793,7.711868052334769
6.180090807291728,6.018353162353841,6.237421698726306,6.859990630156764,7.800873048968533
6.24515566780461,6.075692538781022,6.297802185316924,6.93260237191298,7.891536463553421
6.31141024355796,6.133979126678824,6.359178390277717,7.006486996979358,7.983910904121259
