D=0.0 (mm^2/w),D=0.1 (mm^2/w),D=0.2 (mm^2/w),D=0.3 (mm^2/w),D=0.4 (mm^2/w)
83.28221305243119,82.59503523419666,81.89809006031827,81.19509469727882,80.47760650747564
83.17830762945,82.49198157581259,81.7972777835684,81.09815685229722,80.38631968827119
83.0738931914844,82.38828247389492,81.69568877549258,81.00029593969678,80.29393360042951
82.96898634595254,82.28395811396733,81.59334695856988,80.90154003249995,80.20048126159027
82.8636033168469,82.1790281765039,81.49027561927271,80.801916421246,80.10599473455645
82.75775995701217,82.07351185377367,81.38649742998595,80.70145164170704,80.01050516184412
82.65147175989078,81.96742786594848,81.28203446996376,80.60017150138523,79.91404279871654
82.544753870764,81.86079447651232,81.1769082453733,80.49810110485268,79.81663704477691
82.43762109751431,81.75362950700779,81.0711397084716,80.39526487799179,79.71831647419077
82.33008792093409,81.6459503511536,80.9647492759596,80.29168659119101,79.61910886460474
82.22216850460353,81.53777398836537,80.85775684655468,80.18738938154793,79.51904122482553
82.11387670435994,81.42911699670952,80.750181817821,80.08239577412888,79.41813982131936
82.00522607737899,81.31999556531922,80.64204310229466,79.9767277023316,79.31643020358909
81.89622989088771,81.21042550629903,80.53335914293866,79.87040652739499,79.21393722848346
81.78690113052738,81.10042226614408,80.4241479279609,79.76345305709779,79.11068508348966
81.67725250838417,80.99000093669748,80.3144270050265,79.65588756368557,79.0066973090584
81.5672964707036,80.87917626566906,80.20421349489413,79.54772980106351,78.90199682000764
81.45704520530478,80.76796266673682,80.09352410450443,79.43899902129048,78.79660592604888
81.34651064870897,80.6563742292515,79.98237513954685,79.3297139904078,78.69054635147783
81.2357044929964,80.54442472756348,79.8707825165304,79.21989300363462,78.58383925406893
81.12463819240456,80.43212762999025,79.75876177438175,79.10955389996013,78.47650524321121
81.01332296968037,80.31949610744167,79.64632808559332,78.9987140761608,78.36856439732114
80.90176982219815,80.20654304171937,79.53349626694269,78.88739050027007,78.26003628056625
